-0.4317984	0.50223154	0.07848821	0.019490948	-0.34902626	-0.27461419	0.4000845	0.18075661	-0.4351495	0.18102221	0.05808657	0.22787681	0.58868927	0.022458246	-0.5917659	-0.40588298
-0.40539703	0.5232212	0.22208256	0.07291892	-0.30531308	-0.46483132	0.6372657	0.31994343	-0.3681222	0.18387648	0.17833279	0.24641648	0.82491434	0.10766173	-0.5771527	-0.3238899
-0.023850825	0.12231921	0.26977128	0.1998412	0.039432507	-0.46047324	0.59745485	0.3313363	-0.06839982	-0.1335068	0.26215896	-0.098164186	0.7218183	0.34768468	-0.38335052	-0.018671356
-0.28352883	0.37846842	0.13117015	-0.00789968	-0.17668334	-0.31948295	0.41101632	0.27650535	-0.23829262	0.12090285	0.16520415	0.13645186	0.52726716	0.07715469	-0.47344032	-0.30677468
-0.23282538	0.25102237	0.11654715	0.11313531	-0.13621399	-0.29875913	0.40214178	0.20686702	-0.29566312	0.027972825	0.1426974	0.08385984	0.5483251	0.17174491	-0.34815148	-0.12973434
-0.389465	0.43548	0.12432352	0.015074015	-0.2305898	-0.26671478	0.27366623	0.25426543	-0.32010338	0.17911045	0.103223465	0.26690426	0.46221986	-0.023532776	-0.49316716	-0.36924428
-0.16341777	0.17158498	0.19552867	0.1381581	-0.083515055	-0.36307153	0.49302086	0.24074197	-0.12063024	-0.04960295	0.19652556	0.006139227	0.5057276	0.2355028	-0.34541336	-0.10396089
-0.12324194	0.1546099	0.11400374	0.14287862	-0.060177337	-0.29336697	0.36289322	0.16408537	-0.15934765	0.0005158101	0.1948425	0.011682045	0.5059701	0.120832354	-0.2963255	-0.10858471
-0.080793984	0.1438321	0.37186345	0.23565748	0.017666453	-0.4820513	0.490602	0.4012014	-0.024842747	-0.117402695	0.32213417	-0.038830213	0.6696525	0.29049668	-0.24771975	-0.028946735
-0.32770163	0.3335894	0.26822987	0.1034121	-0.1672074	-0.40147313	0.45185018	0.33326405	-0.12756278	0.05958302	0.25279376	0.15602897	0.5601573	0.10823816	-0.44850937	-0.24411106
-0.45984456	0.50007194	0.13344945	-0.06507977	-0.27313384	-0.20094363	0.26936644	0.20989287	-0.326997	0.24525419	0.01856173	0.30216855	0.45354939	-0.09013449	-0.52737725	-0.39980373
-0.26137012	0.33286002	0.15773547	0.06922212	-0.15564483	-0.18981382	0.2685395	0.18483566	-0.12842636	0.122163594	0.11894822	0.19128706	0.3617305	0.05745251	-0.28392336	-0.23595591
-0.3705644	0.4629739	0.033298686	-0.10801325	-0.31027636	-0.13813402	0.19533831	0.11079271	-0.32762438	0.2763521	0.04888567	0.30023444	0.32200187	-0.09517291	-0.42755735	-0.40421924
0.03116854	0.029420331	0.18248059	0.1426193	0.02204728	-0.22080606	0.29316023	0.16734897	-0.09193041	-0.10449912	0.15111282	-0.09560207	0.3195968	0.18379161	-0.18767989	0.009019526
-0.2009688	0.23433638	0.034692854	-0.069596365	-0.12451473	-0.051308464	0.18718532	0.122368194	-0.17766567	0.116940305	-0.022267438	0.13588825	0.24333522	0.029550474	-0.27279043	-0.17207086
-0.18120436	0.11801013	0.08304849	-0.006851558	-0.06521114	-0.1920444	0.18867409	0.16626303	-0.12796167	0.07825062	0.032480344	0.03381891	0.28102356	0.04779604	-0.19616272	-0.15678696
-0.43647912	0.44161296	0.12608102	-0.09997887	-0.2549749	-0.24291301	0.2800764	0.3139803	-0.19493642	0.2103449	0.073633924	0.2820663	0.48770165	0.007927357	-0.42737937	-0.42248833
-0.22778043	0.28340724	0.055501062	-0.06571564	-0.15452076	-0.0841715	0.106178656	0.0871594	-0.24926831	0.09253638	0.004787663	0.12571576	0.25168723	-0.058294356	-0.24304497	-0.1878744
-0.1328584	0.10654024	0.09701968	0.018459683	-0.06540029	-0.14557664	0.26340833	0.16748142	-0.09119747	-0.018822605	0.032384153	0.014029593	0.3268504	0.08058363	-0.18545301	-0.079748414
-0.1155016	0.13155413	0.057958048	0.07209259	-0.08550177	-0.14630531	0.223521	0.12680142	-0.12543207	0.006623347	0.07879777	0.06759228	0.30750808	0.02821102	-0.18940833	-0.081531085
-0.39653975	0.4487237	-0.06630338	-0.12414837	-0.31408727	0.004310416	-0.016199125	-0.0015948687	-0.33098453	0.23446271	-0.0835905	0.3055306	0.08592339	-0.13013901	-0.35304698	-0.34843788
0.14064194	-0.21214706	0.4611486	0.27633354	0.27090633	-0.46420062	0.55887675	0.5326638	0.2935745	-0.33225638	0.3646317	-0.23113117	0.5389466	0.37248644	0.026087223	0.18203527
-0.20050143	0.15098031	0.04673564	-0.011518397	-0.1306476	-0.070551485	0.19590439	0.13443474	-0.15134087	0.10952267	-0.019229634	0.10142765	0.22056298	0.037344974	-0.24704611	-0.20450774
0.05807903	-0.09061831	0.117884144	0.13037585	0.11386073	-0.18870421	0.24740754	0.10672939	-0.023993826	-0.039967462	0.11604203	-0.11562597	0.27549374	0.15676866	-0.0922422	0.015140086
-0.3019776	0.35990098	0.034257777	-0.11939686	-0.26214057	-0.089924075	0.06517173	0.04136672	-0.24847297	0.22476426	-0.020316774	0.2854078	0.13817747	-0.12632734	-0.32445267	-0.2772404
-0.3954103	0.37743342	-0.09920261	-0.16264339	-0.33217406	0.031233558	0.015500096	0.001799552	-0.33152863	0.30182308	-0.17023447	0.27652553	0.12890464	-0.19264305	-0.37808406	-0.3660047
0.036336202	0.053586572	0.047802705	0.099059336	0.039189555	-0.15219016	0.23076782	0.13203664	-0.054093096	-0.066337235	0.08945379	0.0030619425	0.22452557	0.065579355	-0.11392783	0.017868461
-0.091167286	0.17362818	0.107015155	0.020412423	-0.03898232	-0.21531278	0.24508792	0.18798241	-0.117086574	0.018610012	0.07321786	0.06861191	0.27801007	0.040247533	-0.18431865	-0.058332946
0.046672046	-0.06875146	0.24713707	0.13424659	0.11998761	-0.32293957	0.40176377	0.32893682	0.06355836	-0.14820573	0.26074865	-0.110154755	0.4018826	0.23427561	-0.07735363	0.051867492
-0.21218298	0.2589391	-0.05049635	-0.03164972	-0.20103207	-0.017467443	0.08166361	-0.011373572	-0.262397	0.15464076	-0.07211057	0.14878409	0.15393291	-0.07202691	-0.19561474	-0.20789517
-0.19730462	0.13518809	0.06604046	-0.069147006	-0.05451033	-0.059870508	0.16681297	0.14707705	-0.1288352	0.103195354	0.024619626	0.05965107	0.18591197	0.03984073	-0.22002132	-0.11995573
-0.0957622	0.1244021	0.030899607	-0.05542522	-0.12859806	-0.036136802	0.12109021	-0.007676244	-0.18330407	0.050195977	-0.001270521	0.043002818	0.13520746	-0.03246866	-0.17623514	-0.1373332
-0.18417911	0.1935125	-0.00060233974	-0.022927314	-0.13683423	0.013521257	0.111695796	0.0036585568	-0.1989467	0.14510189	-0.022005994	0.072271325	0.087869495	0.0074333376	-0.20583132	-0.137242
-0.3524017	0.42076933	-0.04946126	-0.13473557	-0.2965171	0.044302672	0.028611302	-0.032193415	-0.29774782	0.2500115	-0.07734733	0.28635007	0.09837154	-0.22836567	-0.38035646	-0.3736068
-0.0108090555	0.0005795234	0.1726117	0.111401595	0.015991494	-0.17480232	0.2657153	0.22130632	-0.009289701	-0.03783312	0.2116534	-0.052511252	0.2980123	0.120525904	-0.10425966	0.025225315
-0.0107164765	0.014456902	0.11635029	0.04141566	0.037212558	-0.13444115	0.19357271	0.11413375	-0.019680033	-0.018356329	0.10070526	-0.005529119	0.27258614	0.09214683	-0.0889638	-0.03643068
-0.28998968	0.35179672	0.00063581835	-0.09410665	-0.17811197	0.011198429	0.0054005384	0.070861354	-0.16991238	0.17176855	-0.06021939	0.20568444	0.15947025	-0.092034936	-0.30418202	-0.2844255
-0.31033957	0.28854886	-0.023484135	-0.13567154	-0.1886471	0.013794591	-0.005026329	0.07800951	-0.21963337	0.17460231	-0.12555242	0.21115649	0.13125342	-0.1284668	-0.2716275	-0.2939936
